county,precinct,contest_name,election_date,dem_votes,rep_votes,other_votes,total_votes,winner,vote_diff,margin_pct,dem_margin_pct,dva_pct_needed,strategic_tier,priority_score,dva_votes_added,new_dem_votes,new_total_votes,new_vote_diff,flipped
FORSYTH,804,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,518,525,0,1043,REP,7,0.67,-0.67,0.77,Tier 2: High Priority (0.5-1.0%),1.3545454545454545,10,528,1053,-3,True
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,1165,1181,0,2346,REP,16,0.68,-0.68,0.72,Tier 2: High Priority (0.5-1.0%),3.0076923076923077,23,1188,2369,-7,True
FORSYTH,807,NC COMMISSIONER OF INSURANCE,2020-11-03,805,816,0,1621,REP,11,0.68,-0.68,0.74,Tier 2: High Priority (0.5-1.0%),2.078205128205128,16,821,1637,-5,True
FORSYTH,135,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1388,1407,0,2795,REP,19,0.68,-0.68,0.72,Tier 2: High Priority (0.5-1.0%),3.583333333333333,28,1416,2823,-9,True
FORSYTH,54,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1119,1136,0,2255,REP,17,0.75,-0.75,0.8,Tier 2: High Priority (0.5-1.0%),2.652941176470588,23,1142,2278,-6,True
FORSYTH,807,NC TREASURER,2024-11-05,772,784,0,1556,REP,12,0.77,-0.77,0.83,Tier 2: High Priority (0.5-1.0%),1.7885057471264367,16,788,1572,-4,True
FORSYTH,71,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1533,1557,0,3090,REP,24,0.78,-0.78,0.81,Tier 2: High Priority (0.5-1.0%),3.5113636363636367,31,1564,3121,-7,True
FORSYTH,13,CITY OF WINSTON-SALEM MAYOR,2020-11-03,553,562,0,1115,REP,9,0.81,-0.81,0.9,Tier 2: High Priority (0.5-1.0%),1.2252747252747251,11,564,1126,-2,True
FORSYTH,62,NC GOVERNOR,2024-11-05,756,769,0,1525,REP,13,0.85,-0.85,0.92,Tier 2: High Priority (0.5-1.0%),1.6052631578947367,15,771,1540,-2,True
FORSYTH,132,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,3610,3673,0,7283,REP,63,0.87,-0.87,0.88,Tier 2: High Priority (0.5-1.0%),7.508247422680413,73,3683,7356,-10,True
FORSYTH,72,NC GOVERNOR,2020-11-03,2363,2406,0,4769,REP,43,0.9,-0.9,0.92,Tier 2: High Priority (0.5-1.0%),4.769,48,2411,4817,-5,True
FORSYTH,806,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,762,776,0,1538,REP,14,0.91,-0.91,0.97,Tier 2: High Priority (0.5-1.0%),1.5227722772277228,15,777,1553,-1,True
FORSYTH,74,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,1359,1385,0,2744,REP,26,0.95,-0.95,0.98,Tier 2: High Priority (0.5-1.0%),2.6133333333333333,27,1386,2771,-1,True
